seqname,accession,tax_id,species_name,is_type
MMETSP1360_Licmophora-paradoxa-CCMP2313,,515479,,
MMETSP1361_Staurosiracomplex-sp-CCMP2646,,210615,,
MMETSP1362_Leptocylindrus-danicus-CCMP1856,,163516,,
MMETSP1363_Gephyrocapsa-oceanica-RCC1303,,38817,,
MMETSP1367_Symbiodinium-sp-C1,,293213,,
MMETSP1370_Symbiodinium-sp-C15,,377605,,
MMETSP1385_Elphidium-margaritaceum,,933848,,
MMETSP1391_Chlamydomonas-leiostraca-SAG11-49,,1034604,,
MMETSP1393_Micromonas-sp-CS-222,,38833,,
MMETSP1394_Asterionellopsis-glacialis-CCMP1581,,33640,,
MMETSP1395_Blepharisma-japonicum-StockR1072,,5961,,
MMETSP1396_Pseudokeronopsis-sp-Brazil,,2759,,
MMETSP1377_Symbiodinium-sp-D1a,,462645,,
MMETSP1380_Euplotes-crassus-CT5,,5936,,
MMETSP1384_Ammonia-sp,,29189,,
MMETSP0288_Alveolata-sp-CCMP3155,,348535,,
MMETSP0290_Chromera-velia-CCMP2878,,505693,,
MMETSP0308_Gloeochaete-witrockiana-SAG46-84,,38269,,
MMETSP0312_Compsopogon-coeruleus-SAG36-94,,31354,,
MMETSP0313_Porphyridium-aerugineum-SAG1380-2,,2792,,
MMETSP0314_Rhodella-maculata-CCMP736,,2801,,
MMETSP0315_Rhodosorus-marinus-UTEXLB2760,,101924,,
MMETSP1397_Climacostomum-virens-StockW-24,,49980,,
MMETSP1399_Bathycoccus-prasinos-CCMP1898,,41875,,
MMETSP1401_Micromonas-pusilla-CCAC1681,,38833,,
MMETSP1402_Micromonas-pusilla-RCC1614,,38833,,
MMETSP1423_Pseudo-nitzschia-heimii-UNC1101,,476441,,
MMETSP1424_Oxyrrhis-marina-LB1974,,2969,,
MMETSP1432_Pseudo-nitzschia-delicatissima-UNC1205,,44447,,
MMETSP1433_Unidentifiedeukaryote-sp-NY070348D,,96639,,
MMETSP1434_Minutocellus-polymorphus-CCMP3303,,265543,,
MMETSP1435_Chaetoceros-brevis-CCMP164,,426625,,
MMETSP1436_Alexandrium-andersonii-CCMP2222,,327968,,
MMETSP1437_Eucampia-antarctica-CCMP1452,,49252,,
MMETSP1438_Pterosperma-sp-CCMP1384,,1461541,,
MMETSP1439_Gonyaulax-spinifera-CCMP409,,66791,,
MMETSP1440_Polarella-glacialis-CCMP2088,,89957,,
MMETSP1441_Heterocapsa-arctica-CCMP445,,192219,,
MMETSP1443_Entomoneis-sp-CCMP2396,,186043,,
MMETSP1444_Phaeocystis-antarctica-CCMP1374,,33657,,
MMETSP1445_Pyramimonas-sp-CCMP2087,,36898,,
MMETSP1471_Pycnococcus-provasolii-RCC733,,41880,,
MMETSP1447_Chaetoceros-dichaeta-CCMP1751,,420782,,
MMETSP1449_Attheya-septentrionalis-CCMP2084,,420275,,
MMETSP1450_Madagascaria-erythrocladiodes-CCMP3234,,753684,,
MMETSP1452_Synchroma-pusillum-CCMP3072,,1181717,,
MMETSP1453_Unidentifiedeukaryote-sp-RCC701,,1461543,,
MMETSP1456_Unidentifiedeukaryote-sp-RCC1871,,1461544,,
MMETSP1460_Bathycoccus-prasinos-RCC716,,41875,,
MMETSP1465_Phaeocystis-cordata-RCC1383,,118079,,
MMETSP1467_Unidentifiedeukaryote-sp-CCMP2135,,1462469,,
