"tax_id","parent_id","rank","tax_name","root","root_","superkingdom","superkingdom_","superkingdom__","phylum","phylum_","phylum__","class","class_","order","order_","order__","family","family_","genus","species","species_"
"184117","2270","species","Thermoproteus uzoniensis","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2270","184117",""
"999630","184117","species_","Thermoproteus uzoniensis 768-20","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2270","184117","999630"
"2271","2270","species","Thermoproteus tenax","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2270","2271",""
"768679","2271","species_","Thermoproteus tenax Kra 1","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2270","2271","768679"
"2276","2267","genus","Pyrobaculum","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","",""
"121277","2276","species","Pyrobaculum arsenaticum","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","121277",""
"340102","121277","species_","Pyrobaculum arsenaticum DSM 13514","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","121277","340102"
"13773","2276","species","Pyrobaculum aerophilum","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","13773",""
"178306","13773","species_","Pyrobaculum aerophilum str. IM2","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","13773","178306"
"2277","2276","species","Pyrobaculum islandicum","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","2277",""
"384616","2277","species_","Pyrobaculum islandicum DSM 4184","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","2276","2277","384616"
"76886","2267","genus","Caldivirga","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","76886","",""
"76887","76886","species","Caldivirga maquilingensis","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","76886","76887",""
"397948","76887","species_","Caldivirga maquilingensis IC-167","1","131567","2157","1783275","","28889","","","183924","","2266","","","2267","","76886","76887","397948"
"2281","183924","order","Sulfolobales","1","131567","2157","1783275","","28889","","","183924","","2281","","","","","","",""
"118883","2281","family","Sulfolobaceae","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","","",""
"12914","118883","genus","Acidianus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","",""
"312539","12914","species","Acidianus sulfidivorans","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","312539",""
"619593","312539","species_","Acidianus sulfidivorans JP7","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","312539","619593"
"41673","12914","species","Acidianus brierleyi","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","41673",""
"563177","12914","species","Acidianus hospitalis","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","563177",""
"933801","563177","species_","Acidianus hospitalis W1","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","12914","563177","933801"
"2017961","118883","genus","Sulfodiicoccus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2017961","",""
"1670455","2017961","species","Sulfodiicoccus acidiphilus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2017961","1670455",""
"2100760","118883","genus","Saccharolobus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2100760","",""
"2287","2100760","species","Saccharolobus solfataricus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2100760","2287",""
"273057","2287","species_","Saccharolobus solfataricus P2","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2100760","2287","273057"
"555311","2287","species_","Saccharolobus solfataricus 98/2","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2100760","2287","555311"
"2284","118883","genus","Sulfolobus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","",""
"1891280","2284","species","Sulfolobus sp. A20","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","1891280",""
"2285","2284","species","Sulfolobus acidocaldarius","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","2285",""
"330779","2285","species_","Sulfolobus acidocaldarius DSM 639","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","2285","330779"
"43080","2284","species","Sulfolobus islandicus","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","43080",""
"419942","43080","species_","Sulfolobus islandicus Y.N.15.51","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","43080","419942"
"427317","43080","species_","Sulfolobus islandicus M.14.25","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","43080","427317"
"427318","43080","species_","Sulfolobus islandicus M.16.27","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","43080","427318"
"429572","43080","species_","Sulfolobus islandicus L.S.2.15","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","2284","43080","429572"
"41980","118883","genus","Metallosphaera","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","",""
"1006005","41980","species","Metallosphaera cuprina","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","1006005",""
"1006006","1006005","species_","Metallosphaera cuprina Ar-4","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","1006005","1006006"
"43687","41980","species","Metallosphaera sedula","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","43687",""
"399549","43687","species_","Metallosphaera sedula DSM 5348","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","43687","399549"
"79601","41980","species","Metallosphaera hakonensis","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","79601",""
"1293036","79601","species_","Metallosphaera hakonensis JCM 8857 = DSM 7519","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","41980","79601","1293036"
"69655","118883","genus","Sulfurisphaera","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","69655","",""
"111955","69655","species","Sulfurisphaera tokodaii","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","69655","111955",""
"273063","111955","species_","Sulfurisphaera tokodaii str. 7","1","131567","2157","1783275","","28889","","","183924","","2281","","","118883","","69655","111955","273063"
"871006","183924","order","Acidilobales","1","131567","2157","1783275","","28889","","","183924","","871006","","","","","","",""
"255472","871006","family","Caldisphaeraceae","1","131567","2157","1783275","","28889","","","183924","","871006","","","255472","","","",""
"200414","255472","genus","Caldisphaera","1","131567","2157","1783275","","28889","","","183924","","871006","","","255472","","200414","",""
"200415","200414","species","Caldisphaera lagunensis","1","131567","2157","1783275","","28889","","","183924","","871006","","","255472","","200414","200415",""
"1056495","200415","species_","Caldisphaera lagunensis DSM 15908","1","131567","2157","1783275","","28889","","","183924","","871006","","","255472","","200414","200415","1056495"
"871007","871006","family","Acidilobaceae","1","131567","2157","1783275","","28889","","","183924","","871006","","","871007","","","",""
"105850","871007","genus","Acidilobus","1","131567","2157","1783275","","28889","","","183924","","871006","","","871007","","105850","",""
"1577685","105850","species","Acidilobus sp. 7A","1","131567","2157","1783275","","28889","","","183924","","871006","","","871007","","105850","1577685",""
"242703","105850","species","Acidilobus saccharovorans","1","131567","2157","1783275","","28889","","","183924","","871006","","","871007","","105850","242703",""
"666510","242703","species_","Acidilobus saccharovorans 345-15","1","131567","2157","1783275","","28889","","","183924","","871006","","","871007","","105850","242703","666510"
"51967","1783275","phylum","Candidatus Korarchaeota","1","131567","2157","1783275","","51967","","","","","","","","","","","",""
"498845","51967","genus","Candidatus Korarchaeum","1","131567","2157","1783275","","51967","","","","","","","","","","498845","",""
"498846","498845","species","Candidatus Korarchaeum cryptofilum","1","131567","2157","1783275","","51967","","","","","","","","","","498845","498846",""
"374847","498846","species_","Candidatus Korarchaeum cryptofilum OPF8","1","131567","2157","1783275","","51967","","","","","","","","","","498845","498846","374847"
"651137","1783275","phylum","Thaumarchaeota","1","131567","2157","1783275","","651137","","","","","","","","","","","",""
"31932","651137","order","Nitrosopumilales","1","131567","2157","1783275","","651137","","","","","31932","","","","","","",""
"338190","31932","family","Nitrosopumilaceae","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","","",""
"1993653","338190","genus","Candidatus Nitrosomarinus","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","1993653","",""
"1898749","1993653","species","Candidatus Nitrosomarinus catalina","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","1993653","1898749",""
"338191","338190","genus","Nitrosopumilus","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","338191","",""
"1229909","338191","species","Candidatus Nitrosopumilus sediminis","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","338191","1229909",""
"1580092","338191","species","Candidatus Nitrosopumilus adriaticus","1","131567","2157","1783275","","651137","","","","","31932","","","338190","","338191","1580092",""
"1643678","651137","class","Nitrososphaeria","1","131567","2157","1783275","","651137","","","1643678","","","","","","","","",""
"1033996","1643678","order","Nitrososphaerales","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","","","","",""
"1033997","1033996","family","Nitrososphaeraceae","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","","",""
"1826864","1033997","genus","Candidatus Nitrosocosmicus","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","1826864","",""
"1798806","1826864","species","Candidatus Nitrosocosmicus franklandus","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","1826864","1798806",""
"497726","1033997","genus","Nitrososphaera","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","497726","",""
"1034015","497726","species","Nitrososphaera viennensis","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","497726","1034015",""
"926571","1034015","species_","Nitrososphaera viennensis EN76","1","131567","2157","1783275","","651137","","","1643678","","1033996","","","1033997","","497726","1034015","926571"
"1968909","1643678","order","Candidatus Nitrosocaldales","1","131567","2157","1783275","","651137","","","1643678","","1968909","","","","","","",""
"1968910","1968909","family","Candidatus Nitrosocaldaceae","1","131567","2157","1783275","","651137","","","1643678","","1968909","","","1968910","","","",""
"498374","1968910","genus","Candidatus Nitrosocaldus","1","131567","2157","1783275","","651137","","","1643678","","1968909","","","1968910","","498374","",""
"2045011","498374","species","Candidatus Nitrosocaldus islandicus","1","131567","2157","1783275","","651137","","","1643678","","1968909","","","1968910","","498374","2045011",""
"651142","651137","phylum_","unclassified Thaumarchaeota","1","131567","2157","1783275","","651137","651142","","","","","","","","","","",""
"1593364","651142","genus","Candidatus Nitrosopelagicus","1","131567","2157","1783275","","651137","651142","","","","","","","","","1593364","",""
"1410606","1593364","species","Candidatus Nitrosopelagicus brevis","1","131567","2157","1783275","","651137","651142","","","","","","","","","1593364","1410606",""
"1825023","651142","genus","Candidatus Nitrosotenuis","1","131567","2157","1783275","","651137","651142","","","","","","","","","1825023","",""
"1603555","1825023","species","Candidatus Nitrosotenuis cloacae","1","131567","2157","1783275","","651137","651142","","","","","","","","","1825023","1603555",""
"1846278","1825023","species","Candidatus Nitrosotenuis aquarius","1","131567","2157","1783275","","651137","651142","","","","","","","","","1825023","1846278",""
"1783276","2157","superkingdom_","DPANN group","1","131567","2157","1783276","","","","","","","","","","","","","",""
"1801631","1783276","phylum","Candidatus Micrarchaeota","1","131567","2157","1783276","","1801631","","","","","","","","","","","",""
"2490204","1801631","genus","Candidatus Mancarchaeum","1","131567","2157","1783276","","1801631","","","","","","","","","","2490204","",""
"1920749","2490204","species","Candidatus Mancarchaeum acidiphilum","1","131567","2157","1783276","","1801631","","","","","","","","","","2490204","1920749",""
"29294","2157","superkingdom_","unclassified Archaea","1","131567","2157","29294","","","","","","","","","","","","","",""
"93506","29294","superkingdom__","unclassified Archaea (miscellaneous)","1","131567","2157","29294","93506","","","","","","","","","","","","",""
"2055893","93506","species","archaeon AArc-Sl","1","131567","2157","29294","93506","","","","","","","","","","","","2055893",""
