"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","below_species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies","below_below_subspecies","below_below_below_subspecies"
"33952","33951","species","Acetobacterium woodii","1","131567","2","1783272","","1239","","","","186801","","","","186802","","","","186806","","","","","","33951","","","","","","33952","","","","","","",""
"28187","28186","species","Acetohalobium arabaticum","1","131567","2","1783272","","1239","","","","186801","","","","53433","","","","53434","","","","","","28186","","","","","","28187","","","","","","",""
"97477","49894","species","Acetomicrobium mobile","1","131567","2","","","508458","","","","649775","","","","649776","","","","649777","","","","","","49894","","","","","","97477","","","","","","",""
"61635","2147","species","Acholeplasma brassicae","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","2147","","","","","","61635","","","","","","",""
"2148","2147","species","Acholeplasma laidlawii","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","2147","","","","","","2148","","","","","","",""
"35623","2147","species","Acholeplasma oculi","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","2147","","","","","","35623","","","","","","",""
"38986","2147","species","Acholeplasma palmae","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","2147","","","","","","38986","","","","","","",""
"32002","222","species","Achromobacter denitrificans","1","131567","2","","","1224","","","","28216","","","","80840","","","","506","","","","","","222","","","","","","32002","","","","","","",""
"85698","222","species","Achromobacter xylosoxidans","1","131567","2","","","1224","","","","28216","","","","80840","","","","506","","","","","","222","","","","","","85698","","","","","","",""
"905","904","species","Acidaminococcus fermentans","1","131567","2","1783272","","1239","","","","909932","","","","1843488","","","","909930","","","","","","904","","","","","","905","","","","","","",""
"187327","904","species","Acidaminococcus intestini","1","131567","2","1783272","","1239","","","","909932","","","","1843488","","","","909930","","","","","","904","","","","","","187327","","","","","","",""
"160660","1765964","species","Acidihalobacter prosperus","1","131567","2","","","1224","","","","1236","","","","135613","","","","72276","","","","","","1765964","","","","","","160660","","","","","","",""
"53635","53634","species","Acidimicrobium ferrooxidans","1","131567","2","1783272","","201174","","","","84992","","","","84993","","","","84994","","","","","","53634","","","","","","53635","","","","","","",""
"524","522","species","Acidiphilium cryptum","1","131567","2","","","1224","","","","28211","","","","204441","","","","433","","","","","","522","","","","","","524","","","","","","",""
"1748","1912215","species","Acidipropionibacterium acidipropionici","1","131567","2","1783272","","201174","","","","1760","","","","85009","","","","31957","","","","","","1912215","","","","","","1748","","","","","","",""
"33059","119977","species","Acidithiobacillus caldus","1","131567","2","","","1224","","","","1807140","","","","225057","","","","225058","","","","","","119977","","","","","","33059","","","","","","",""
"160808","119977","species","Acidithiobacillus ferrivorans","1","131567","2","","","1224","","","","1807140","","","","225057","","","","225058","","","","","","119977","","","","","","160808","","","","","","",""
"920","119977","species","Acidithiobacillus ferrooxidans","1","131567","2","","","1224","","","","1807140","","","","225057","","","","225058","","","","","","119977","","","","","","920","","","","","","",""
"33075","33973","species","Acidobacterium capsulatum","1","131567","2","","","57723","","","","204432","","","","204433","","","","204434","","","","","","33973","","","","","","33075","","","","","","",""
"28049","28048","species","Acidothermus cellulolyticus","1","131567","2","1783272","","201174","","","","1760","","","","1643683","","","","85032","","","","","","28048","","","","","","28049","","","","","","",""
"80867","12916","species","Acidovorax avenae","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","12916","","","","","","80867","","","","","","",""
"80869","12916","species","Acidovorax citrulli","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","12916","","","","","","80869","","","","","","",""
"232721","12916","species","Acidovorax sp. JS42","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","12916","","","","","","232721","","","","","","",""
"358220","12916","species","Acidovorax sp. KKS102","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","12916","","","","","","358220","","","","","","",""
"470","909768","species","Acinetobacter baumannii","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","909768","","","470","","","","","","",""
"1324350","469","species","Acinetobacter equi","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","1324350","","","","","","",""
"40214","469","species","Acinetobacter johnsonii","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","40214","","","","","","",""
"106654","909768","species","Acinetobacter nosocomialis","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","909768","","","106654","","","","","","",""
"1148157","469","species","Acinetobacter oleivorans","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","1148157","","","","","","",""
"48296","909768","species","Acinetobacter pittii","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","909768","","","48296","","","","","","",""
"62977","469","species","Acinetobacter sp. ADP1","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","62977","","","","","","",""
"1608473","469","species","Acinetobacter sp. NCu2D-2","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","1608473","","","","","","",""
"1646498","469","species","Acinetobacter sp. TTH0-4","1","131567","2","","","1224","","","","1236","","","","72274","","","","468","","","","","","469","","","","","","1646498","","","","","","",""
"718","713","species","Actinobacillus equuli","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","713","","","","","","718","","","","","","",""
"715","713","species","Actinobacillus pleuropneumoniae","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","713","","","","","","715","","","","","","",""
"67854","713","species","Actinobacillus succinogenes","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","713","","","","","","67854","","","","","","",""
"716","713","species","Actinobacillus suis","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","713","","","","","","716","","","","","","",""
"1650658","78537","species","Actinobacteria bacterium IMCC26256","1","131567","2","1783272","","201174","","","","1760","52018","78537","","","","","","","","","","","","","","","","","","1650658","","","","","","",""
"52773","1654","species","Actinomyces meyeri","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","52773","","","","","","",""
"544580","1654","species","Actinomyces oris","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","544580","","","","","","",""
"111015","1654","species","Actinomyces radicidentis","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","111015","","","","","","",""
"1852377","1654","species","Actinomyces sp. Marseille-P2985","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","1852377","","","","","","",""
"1912795","1654","species","Actinomyces sp. VUL4_3","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","1912795","","","","","","",""
"712122","1654","species","Actinomyces sp. oral taxon 414","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1654","","","","","","712122","","","","","","",""
"196914","1865","species","Actinoplanes friuliensis","1","131567","2","1783272","","201174","","","","1760","","","","85008","","","","28056","","","","","","1865","","","","","","196914","","","","","","",""
"1866","1865","species","Actinoplanes missouriensis","1","131567","2","1783272","","201174","","","","1760","","","","85008","","","","28056","","","","","","1865","","","","","","1866","","","","","","",""
"649831","1865","species","Actinoplanes sp. N902-109","1","131567","2","1783272","","201174","","","","1760","","","","85008","","","","28056","","","","","","1865","","","","","","649831","","","","","","",""
"134676","1865","species","Actinoplanes sp. SE50/110","1","131567","2","1783272","","201174","","","","1760","","","","85008","","","","28056","","","","","","1865","","","","","","134676","","","","","","",""
"40567","40566","species","Actinosynnema mirum","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","40566","","","","","","40567","","","","","","",""
"59505","1653174","species","Actinotignum schaalii","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","1653174","","","","","","59505","","","","","","",""
"446660","447020","species","Adlercreutzia equolifaciens","1","131567","2","1783272","","201174","","","","84998","","","","1643822","","","","1643826","","","","","","447020","","","","","","446660","","","","","","",""
"310575","290425","species","Advenella kashmirensis","1","131567","2","","","1224","","","","28216","","","","80840","","","","506","","","","","","290425","","","","","","310575","","","","","","",""
"302406","290425","species","Advenella mimigardefordensis","1","131567","2","","","1224","","","","28216","","","","80840","","","","506","","","","","","290425","","","","","","302406","","","","","","",""
"101385","153265","species","Aequorivita sublithincola","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","153265","","","","","","101385","","","","","","",""
"87541","1375","species","Aerococcus christensenii","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","186827","","","","","","1375","","","","","","87541","","","","","","",""
"1376","1375","species","Aerococcus urinae","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","186827","","","","","","1375","","","","","","1376","","","","","","",""
"51665","1375","species","Aerococcus urinaeequi","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","186827","","","","","","1375","","","","","","51665","","","","","","",""
"128944","1375","species","Aerococcus urinaehominis","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","186827","","","","","","1375","","","","","","128944","","","","","","",""
"1377","1375","species","Aerococcus viridans","1","131567","2","1783272","","1239","","","","91061","","","","186826","","","","186827","","","","","","1375","","","","","","1377","","","","","","",""
"2041","2040","species","Aeromicrobium erythreum","1","131567","2","1783272","","201174","","","","1760","","","","85009","","","","85015","","","","","","2040","","","","","","2041","","","","","","",""
"558964","642","species","Aeromonas aquatica","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","558964","","","","","","",""
"644","642","species","Aeromonas hydrophila","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","644","","","","","","",""
"651","642","species","Aeromonas media","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","651","","","","","","",""
"645","642","species","Aeromonas salmonicida","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","645","","","","","","",""
"652","642","species","Aeromonas schubertii","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","652","","","","","","",""
"654","642","species","Aeromonas veronii","1","131567","2","","","1224","","","","1236","","","","135624","","","","84642","","","","","","642","","","","","","654","","","","","","",""
"680279","261825","species","Agarivorans gilvus","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","261825","","","","","","680279","","","","","","",""
"714","416916","species","Aggregatibacter actinomycetemcomitans","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","416916","","","","","","714","","","","","","",""
"732","416916","species","Aggregatibacter aphrophilus","1","131567","2","","","1224","","","","1236","","","","135625","","","","712","","","","","","416916","","","","","","732","","","","","","",""
"1176649","1183400","species","Agrobacterium fabrum","1","131567","2","","","1224","","","","28211","","","","356","","","","82115","227290","","","","","357","","","1183400","","","1176649","","","","","","",""
"1842536","357","species","Agrobacterium sp. RAC06","1","131567","2","","","1224","","","","28211","","","","356","","","","82115","227290","","","","","357","","","","","","1842536","","","","","","",""
"358","1183400","species","Agrobacterium tumefaciens","1","131567","2","","","1224","","","","28211","","","","356","","","","82115","227290","","","","","357","","","1183400","","","358","","","","","","",""
"373","357","species","Agrobacterium vitis","1","131567","2","","","1224","","","","28211","","","","356","","","","82115","227290","","","","","357","","","","","","373","","","","","","",""
"453304","33877","species","Agromyces aureus","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","85023","","","","","","33877","","","","","","453304","","","","","","",""
"239935","239934","species","Akkermansia muciniphila","1","131567","2","1783257","","74201","","","","203494","","","","48461","","","","1647988","","","","","","239934","","","","","","239935","","","","","","",""
"511","507","species","Alcaligenes faecalis","1","131567","2","","","1224","","","","28216","","","","80840","","","","506","","","","","","507","","","","","","511","","","","","","",""
"59754","59753","species","Alcanivorax borkumensis","1","131567","2","","","1224","","","","1236","","","","135619","","","","224372","","","","","","59753","","","","","","59754","","","","","","",""
"285091","59753","species","Alcanivorax dieselolei","1","131567","2","","","1224","","","","1236","","","","135619","","","","224372","","","","","","59753","","","","","","285091","","","","","","",""
"1306787","59753","species","Alcanivorax pacificus","1","131567","2","","","1224","","","","1236","","","","135619","","","","224372","","","","","","59753","","","","","","1306787","","","","","","",""
"1113728","59753","species","Alcanivorax sp. NBRC 101098","1","131567","2","","","1224","","","","1236","","","","135619","","","","224372","","","","","","59753","","","","","","1113728","","","","","","",""
"1736674","261827","species","Algibacter alginolytica","1","131567","2","1783270","68336","976","","","","117743","","","","200644","","","","49546","","","","","","261827","","","","","","1736674","","","","","","",""
"1727163","246875","species","Algoriphagus sp. M8-2","1","131567","2","1783270","68336","976","","","","768503","","","","768507","","","","563798","","","","","","246875","","","","","","1727163","","","","","","",""
"179636","201096","species","Alicycliphilus denitrificans","1","131567","2","","","1224","","","","28216","","","","80840","","","","80864","","","","","","201096","","","","","","179636","","","","","","",""
"405212","29330","species","Alicyclobacillus acidocaldarius","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186823","","","","","","29330","","","","","","405212","","","","","","",""
"668","511678","species","Aliivibrio fischeri","1","131567","2","","","1224","","","","1236","","","","135623","","","","641","","","","","","511678","","","","","","668","","","","","","",""
"40269","511678","species","Aliivibrio salmonicida","1","131567","2","","","1224","","","","1236","","","","135623","","","","641","","","","","","511678","","","","","","40269","","","","","","",""
"80852","511678","species","Aliivibrio wodanis","1","131567","2","","","1224","","","","1236","","","","135623","","","","641","","","","","","511678","","","","","","80852","","","","","","",""
"214856","239759","species","Alistipes finegoldii","1","131567","2","1783270","68336","976","","","","200643","","","","171549","","","","171550","","","","","","239759","","","","","","214856","","","","","","",""
"351052","133193","species","Alkalilimnicola ehrlichii","1","131567","2","","","1224","","","","1236","","","","135613","","","","72276","","","","","","133193","","","","","","351052","","","","","","",""
"208226","114627","species","Alkaliphilus metalliredigens","1","131567","2","1783272","","1239","","","","186801","","","","186802","","","","31979","","","","","","114627","","","","","","208226","","","","","","",""
"461876","114627","species","Alkaliphilus oremlandii","1","131567","2","1783272","","1239","","","","186801","","","","186802","","","","31979","","","","","","114627","","","","","","461876","","","","","","",""
"1653480","674734","species","Alloactinosynnema sp. L-07","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","674734","","","","","","1653480","","","","","","",""
"1049","85072","species","Allochromatium vinosum","1","131567","2","","","1224","","","","1236","","","","135613","","","","1046","","","","","","85072","","","","","","1049","","","","","","",""
"594679","1869285","species","Allofrancisella guangzhouensis","1","131567","2","","","1224","","","","1236","","","","72273","","","","34064","","","","","","1869285","","","","","","594679","","","","","","",""
"1267766","361177","species","Altererythrobacter atlanticus","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","1267766","","","","","","",""
"692370","361177","species","Altererythrobacter dongtanensis","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","692370","","","","","","",""
"361183","361177","species","Altererythrobacter epoxidivorans","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","361183","","","","","","",""
"476157","361177","species","Altererythrobacter ishigakiensis","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","476157","","","","","","",""
"543877","361177","species","Altererythrobacter marensis","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","543877","","","","","","",""
"645517","361177","species","Altererythrobacter namhicola","1","131567","2","","","1224","","","","28211","","","","204457","","","","335929","","","","","","361177","","","","","","645517","","","","","","",""
"287094","226","species","Alteromonas addita","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","287094","","","","","","",""
"589873","226","species","Alteromonas australica","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","589873","","","","","","",""
"28108","226","species","Alteromonas macleodii","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","28108","","","","","","",""
"314275","226","species","Alteromonas mediterranea","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","314275","","","","","","",""
"715451","226","species","Alteromonas naphthalenivorans","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","715451","","","","","","",""
"1777491","226","species","Alteromonas sp. Mac1","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","1777491","","","","","","",""
"1917158","226","species","Alteromonas sp. RW2A1","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","1917158","","","","","","",""
"233316","226","species","Alteromonas stellipolaris","1","131567","2","","","1224","","","","1236","","","","135622","","","","72275","","","","","","226","","","","","","233316","","","","","","",""
"81468","81466","species","Aminobacterium colombiense","1","131567","2","","","508458","","","","649775","","","","649776","","","","649777","","","","","","81466","","","","","","81468","","","","","","",""
"42838","42837","species","Ammonifex degensii","1","131567","2","1783272","","1239","","","","186801","","","","68295","","","","186814","42857","","","","","42837","","","","","","42838","","","","","","",""
"1449","29331","species","Amphibacillus xylanus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","29331","","","","","","1449","","","","","","",""
"208439","1813","species","Amycolatopsis japonica","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","1813","","","","","","208439","","","","","","",""
"33910","1813","species","Amycolatopsis mediterranei","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","1813","","","","","","33910","","","","","","",""
"1814","1813","species","Amycolatopsis methanolica","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","1813","","","","","","1814","","","","","","",""
"31958","1813","species","Amycolatopsis orientalis","1","131567","2","1783272","","201174","","","","1760","","","","85010","","","","2070","","","","","","1813","","","","","","31958","","","","","","",""
"1165","1163","species","Anabaena cylindrica","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1163","","","","","","1165","","","","","","",""
"46234","1163","species","Anabaena sp. 90","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1163","","","","","","46234","","","","","","",""
"1647413","1163","species","Anabaena sp. wa102","1","131567","2","1783272","1798711","1117","","","","","","","","1161","","","","1162","","","","","","1163","","","","","","1647413","","","","","","",""
"33034","165779","species","Anaerococcus prevotii","1","131567","2","1783272","","1239","","","","1737404","","","","1737405","","","","1570339","","","","","","165779","","","","","","33034","","","","","","",""
"1870984","165779","species","Anaerococcus sp. Marseille-P2765","1","131567","2","1783272","","1239","","","","1737404","","","","1737405","","","","1570339","","","","","","165779","","","","","","1870984","","","","","","",""
"167964","233189","species","Anaerolinea thermophila","1","131567","2","1783272","","200795","","","","292625","","","","292629","","","","292628","","","","","","233189","","","","","","167964","","","","","","",""
"1889813","1324991","species","Anaerolineaceae bacterium oral taxon 439","1","131567","2","1783272","","200795","","","","292625","","","","292629","","","","292628","1324991","","","","","","","","","","","1889813","","","","","","",""
"161493","161492","species","Anaeromyxobacter dehalogenans","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","1524215","","","","","","161492","","","","","","161493","","","","","","",""
"404589","161492","species","Anaeromyxobacter sp. Fw109-5","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","1524215","","","","","","161492","","","","","","404589","","","","","","",""
"447217","161492","species","Anaeromyxobacter sp. K","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","1524215","","","","","","161492","","","","","","447217","","","","","","",""
"769","768","species","Anaplasma centrale","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","768","","","","","","769","","","","","","",""
"770","768","species","Anaplasma marginale","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","768","","","","","","770","","","","","","",""
"948","106179","species","Anaplasma phagocytophilum","1","131567","2","","","1224","","","","28211","","","","766","","","","942","","","","","","768","","","106179","","","948","","","","","","",""
"1450761","55079","species","Aneurinibacillus sp. XH2","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186822","85151","","","","","55079","","","","","","1450761","","","","","","",""
"294699","150247","species","Anoxybacillus amylolyticus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","150247","","","","","","294699","","","","","","",""
"33934","150247","species","Anoxybacillus flavithermus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","150247","","","","","","33934","","","","","","",""
"198467","150247","species","Anoxybacillus gonensis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","150247","","","","","","198467","","","","","","",""
"1490057","150247","species","Anoxybacillus sp. B7M1","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","150247","","","","","","1490057","","","","","","",""
"63363","2713","species","Aquifex aeolicus","1","131567","2","","","200783","","","","187857","","","","32069","","","","64898","","","","","","2713","","","","","","63363","","","","","","",""
"28264","28263","species","Arcanobacterium haemolyticum","1","131567","2","1783272","","201174","","","","1760","","","","2037","","","","2049","","","","","","28263","","","","","","28264","","","","","","",""
"48","47","species","Archangium gephyra","1","131567","2","","","1224","","","68525","28221","","","","29","","","80811","39","","","","","","47","","","","","","48","","","","","","",""
"28197","28196","species","Arcobacter butzleri","1","131567","2","","","1224","","","68525","29547","","","","213849","","","","72294","","","","","","28196","","","","","","28197","","","","","","",""
"28199","28196","species","Arcobacter nitrofigilis","1","131567","2","","","1224","","","68525","29547","","","","213849","","","","72294","","","","","","28196","","","","","","28199","","","","","","",""
"944547","28196","species","Arcobacter sp. L","1","131567","2","","","1224","","","68525","29547","","","","213849","","","","72294","","","","","","28196","","","","","","944547","","","","","","",""
"551760","551759","species","Aromatoleum aromaticum","1","131567","2","","","1224","","","","28216","","","","206389","","","","75787","","","","","","551759","","","","","","551760","","","","","","",""
"1658671","267408","species","Arsenicicoccus sp. oral taxon 190","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","85021","","","","","","267408","","","","","","1658671","","","","","","",""
"656366","1663","species","Arthrobacter alpinus","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","656366","","","","","","",""
"595593","1663","species","Arthrobacter sp. A3","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","595593","","","","","","",""
"1771959","1663","species","Arthrobacter sp. ATCC 21022","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1771959","","","","","","",""
"1704044","1663","species","Arthrobacter sp. ERGS1:01","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1704044","","","","","","",""
"290399","1663","species","Arthrobacter sp. FB24","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","290399","","","","","","",""
"1618207","1663","species","Arthrobacter sp. IHBB 11108","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1618207","","","","","","",""
"1690248","1663","species","Arthrobacter sp. LS16","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1690248","","","","","","",""
"1494608","1663","species","Arthrobacter sp. PAMC 25486","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1494608","","","","","","",""
"1849032","1663","species","Arthrobacter sp. U41","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1849032","","","","","","",""
"1652545","1663","species","Arthrobacter sp. YC-RL1","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1652545","","","","","","",""
"1806905","1663","species","Arthrobacter sp. ZXY-2","1","131567","2","1783272","","201174","","","","1760","","","","85006","","","","1268","","","","","","1663","","","","","","1806905","","","","","","",""
"91915","91914","species","Asaia bogorensis","1","131567","2","","","1224","","","","28211","","","","204441","","","","433","","","","","","91914","","","","","","91915","","","","","","",""
"229545","85620","species","Aster yellows witches'-broom phytoplasma","1","131567","2","1783272","","544448","","","","31969","","","","186329","","","","2146","","","","","","33926","","","85620","","","229545","","","","","","",""
"78587","76890","species","Asticcacaulis excentricus","1","131567","2","","","1224","","","","28211","","","","204458","","","","76892","","","","","","76890","","","","","","78587","","","","","","",""
"1382","1380","species","Atopobium parvulum","1","131567","2","1783272","","201174","","","","84998","","","","84999","","","","1643824","","","","","","1380","","","","","","1382","","","","","","",""
"1349819","414371","species","Aureimonas sp. AU20","1","131567","2","","","1224","","","","28211","","","","356","","","","255475","","","","","","414371","","","","","","1349819","","","","","","",""
"62928","12960","species","Azoarcus sp. BH72","1","131567","2","","","1224","","","","28216","","","","206389","","","","75787","","","","","","12960","","","","","","62928","","","","","","",""
"198107","12960","species","Azoarcus sp. CIB","1","131567","2","","","1224","","","","28216","","","","206389","","","","75787","","","","","","12960","","","","","","198107","","","","","","",""
"748247","12960","species","Azoarcus sp. KH32C","1","131567","2","","","1224","","","","28216","","","","206389","","","","75787","","","","","","12960","","","","","","748247","","","","","","",""
"7","6","species","Azorhizobium caulinodans","1","131567","2","","","1224","","","","28211","","","","356","","","","335928","","","","","","6","","","","","","7","","","","","","",""
"146939","146937","species","Azospira oryzae","1","131567","2","","","1224","","","","28216","","","","206389","","","","75787","","","","","","146937","","","","","","146939","","","","","","",""
"192","191","species","Azospirillum brasilense","1","131567","2","","","1224","","","","28211","","","","204441","","","","41295","","","","","","191","","","","","","192","","","","","","",""
"1226968","191","species","Azospirillum humicireducens","1","131567","2","","","1224","","","","28211","","","","204441","","","","41295","","","","","","191","","","","","","1226968","","","","","","",""
"193","191","species","Azospirillum lipoferum","1","131567","2","","","1224","","","","28211","","","","204441","","","","41295","","","","","","191","","","","","","193","","","","","","",""
"528244","191","species","Azospirillum thiophilum","1","131567","2","","","1224","","","","28211","","","","204441","","","","41295","","","","","","191","","","","","","528244","","","","","","",""
"353","352","species","Azotobacter chroococcum","1","131567","2","","","1224","","","","1236","","","","72274","","","","135621","","","","351","","352","","","","","","353","","","","","","",""
"354","352","species","Azotobacter vinelandii","1","131567","2","","","1224","","","","1236","","","","72274","","","","135621","","","","351","","352","","","","","","354","","","","","","",""
"1390","653685","species","Bacillus amyloliquefaciens","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","653685","","","1390","","","","","","",""
"1392","86661","species","Bacillus anthracis","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","86661","","","1392","","","","","","",""
"632773","1386","species","Bacillus beveridgei","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","","","","632773","","","","","","",""
"1413","1386","species","Bacillus cellulosilyticus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","","","","1413","","","","","","",""
"1396","86661","species","Bacillus cereus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","86661","","","1396","","","","","","",""
"79880","1386","species","Bacillus clausii","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","","","","79880","","","","","","",""
"1398","1386","species","Bacillus coagulans","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","","","","1398","","","","","","",""
"580165","86661","species","Bacillus cytotoxicus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","86661","","","580165","","","","","","",""
"135735","1386","species","Bacillus endophyticus","1","131567","2","1783272","","1239","","","","91061","","","","1385","","","","186817","","","","","","1386","","","","","","135735","","","","","","",""
